address,btc_deposit,btc_withdraw,ibc_transfer
nomic1x4pa3s2fxxned8plarvuz0zaxp8c0w80xp9603,true,true,true
nomic1x4rhq6ehjp7l27se7lu3uvyxaqf0w55zn968ly,true,true,true
nomic1x49y93tcvuqhfjjs9238styutnjtqyj8dge5cn,true,true,true
nomic1x4gfhqgfr85esj2nj2ua4czn6uryr7y6g6vtk5,true,true,true
nomic1x4fkqt7efx22xc42e02ys0k4m6fl4makjhtlux,true,true,true
nomic1x42puvhfuzmu9pxc86ccwr0azcv9fn3f7wndkf,true,true,true
nomic1x4vhnxkfrqvgq6ehftrtp5l0286gawvmqqmuqq,true,true,true
nomic1x4dnatpthsk23xz7h9x9m5pnnt290fqjc30pxt,true,false,false
nomic1x4w0akjh7wr67t9wkf9nx3x06kd808ymdynpdt,true,true,true
nomic1x4std3j6mnergxnpepxftug6csd0df8wm7u7lv,true,true,true
nomic1x4nsrhgak74fne0gv66alfje64cqgfs8tnpl8a,true,true,true
nomic1x45cw7e8vndulpxs4y0ju58dzud7yhvx90gz7c,true,true,true
nomic1x44fsvqgylwc594eznk38ss3flvrkyrj6t3tna,true,true,true
nomic1x4kvgs93ycpj5w8vnzm5e0a0tzp4g7wtxshwy3,true,true,true
nomic1x4hrvetcm7mzhk7xqt46tk8aq27cpcle4ec8fa,true,true,true
nomic1x4c5u2gmr0l7f7e2trpct6rmpn7d864qdkgx5m,true,false,false
nomic1x4eey5gll3a9j3cjalypfkuxx9h3u5ehrdaw9h,true,true,true
nomic1x46ff45ctkak6rjqka9uqvwqt4vhdr45hzc5vf,true,true,true
nomic1x46kdmp9465yv8x5acaxrcr34lperan672zdvp,true,true,true
nomic1x4apgws9gzandpsyj6qs3mz6z43wufddhzwggn,true,false,false
nomic1x4aye44xn4t0tjlsswdrpm2xg7nzl7crkr4jfc,true,false,false
nomic1x47rcwukde03fah62jhu237yqauwmsjpd7wxt0,true,true,true
nomic1x4l4t79ee7rfalz3yceh5fnzv7g254tuvnspt7,true,true,true
nomic1xkqcqlrcrh2z6sy4fx3w6ppt22ct9qjfl3n63y,true,true,true
nomic1xkyljmxdftqmf2xzksyjj204s85dumm753dulu,true,true,true
nomic1xk9nguk28krahklva6a25umjvcqm2jqh3tu6s7,true,true,true
nomic1xk9mamwfjfat25ks2un5nd3nvgz2fanpvw4mlv,true,true,true
nomic1xk8dj25gsngestr7ep8x03w3p7fhcyvh8mktvq,true,true,true
nomic1xkfu5mwyttudmrnu4ykp3txxw9aj2g9jt0mtn5,true,true,true
nomic1xkt375f4ma7a6m5nglwhy7tcvqs8075a8pemvp,true,true,true
nomic1xk3e07sevn9703vcz4tmgpz8akr9pdygtzkpqu,true,true,true
nomic1xk56mj6qj9a20ku0cpe3azggjzkk2mcyfkyqey,true,true,true
nomic1xkkpg5c0gq7l6j8g6qkec2vdr8uush0lyhj6wr,true,true,true
nomic1xkh48vr0xlq3pzepaelkpufmqsy5wmetwt67n3,true,false,true
nomic1xkc49nyne66dktdhzj46vkza4n5w2yalaaf5er,true,true,true
nomic1xkevqtytapkwtpv6cysc3eqzg72gf228qv0868,true,true,true
nomic1xk60kvt673m345wshu073e4vp7rpynd3lp2tzu,true,true,true
nomic1xk793azjrrkxjg0j8ytkutwrpuczccujl56vrg,true,false,true
nomic1xhpmld45kettu77v4v4cjhe36368cw2fs8e3te,true,true,true
nomic1xhrm5s6ahj8x5cdwmxzrut8aa6v9hdyg4tg468,true,true,true
nomic1xhx8rj66qrx9w4nsl8p6kz6nmkzyegt32prf9s,true,true,true
nomic1xh8ydf9rqxtyg7txh56wrcysadk3htfl5thjjc,true,true,true
nomic1xhgt3yql8n7wdg84jpq65jxya050dma6ujj0sy,true,true,true
nomic1xh2l6kw693jeugtp53t79d64kdrhdp9jtzrgy7,true,true,true
nomic1xhttwcewy0fdefgykd3hv49xjyllwu0v9l8ff8,true,true,true
nomic1xhddf4ata79dx3dglurcnun4lqqqv2vuj66k7f,true,true,true
nomic1xhwcv9egw7qgx8ef7v032tk2fga58ayufg0tjl,true,true,true
nomic1xh3wca5m7l8slvjeg9fy7pdnl0443tac2028yr,true,true,true
nomic1xhm48vf0tnp927w9afc3ckwhmymrhyzn5tg73f,true,true,true
nomic1xhudm0vj9sxksgd2nsunshxs7v9xajxyqd549c,true,true,true
nomic1xhuanng8732yfxe0ftpt3qnnlmmzwm3a6y2f8k,true,true,true
nomic1xc90xdyj56sna0q0acyg8fqx3kt348hm3nqn4w,true,false,true
nomic1xc9cm2dkx4xmna0emqur0dprg3clgtyp7xumy3,true,true,true
nomic1xcxu29mdf06u734d6qkryzrp798d2fm036wy6v,true,true,true
nomic1xc897qu4j9ueedjfykmfa8hrcg4zgx0vxmzdse,true,true,true
nomic1xc8fp3zhl7are9q76cwcdeatgm4trrzullvddj,true,true,true
nomic1xc8tjcmhfdn7ld2qgcc6s92r3wsp2x6hcvrnpj,true,true,true
nomic1xc8nvj9wrkrvcye0kku48tv4tzl0nx4qfzsktg,true,true,true
nomic1xcgxj5grj4rl0d4e93gqefygpldemfe84dx0ch,true,true,true
nomic1xcgmya6ryvcjsdxk0ywy23660h8qsh59nvm7u7,true,true,true
nomic1xc2t364d97d0ejsrm2h5ruv8yv7kfuycn2c0rq,true,true,true
nomic1xcwjqdrxjepjqmpv3gm7cjtvjrw5k6emhnp7hw,true,true,true
nomic1xc0nwj0gy822jpv94wyadn5mtwvm68rekacyjc,true,true,true
nomic1xc3cpq4k3vyrzexg2rc05y4cz6z3wa4ldn9hqz,true,true,true
nomic1xc4ter7gj3t97780wp8a23ncnv74mhal9spdxa,true,true,true
nomic1xchufxy7vh44rvl9w9cs8ymgawqrma6rnf7jnj,true,false,false
nomic1xcmjeagxd0clehkux8xwmpy8u9mnpshxpjv6ss,true,true,true
nomic1xcuk5lls8pf08k5glj578afau223tv30afxdgm,true,true,true
nomic1xeqcukgelt9r0rlpmfrjusrdlfdhl5caza042c,true,true,true
nomic1xezdal470gk9tt3ehqf66lw2jalejrkuuyvkn7,true,true,true
nomic1xe9djr0smm7d9l54cyr80z02qk0fcjwwrxes2x,true,true,true
nomic1xe967rjts92k8554q0a7dwqnlycsh5d82he9fv,true,true,true
nomic1xe886g8ahj70tasyuslv2a4vvm2kq33wafpnqh,true,true,true
nomic1xe82zalz55v4cj8u0tx7c8zqsyx80hcckjtk49,true,true,false
nomic1xe26rtgu0qgkmhce00g5d79xfcjff2fatk84ce,true,true,true
nomic1xethww6my66lrym7fkyywsxq0hvk3m5yz04303,true,true,true
nomic1xewgpfjphcayykkpxee8cfw94568ey26qv3gyu,true,true,true
nomic1xe0c9l6yl73p4y58hv4jtt3h3j9ezd3un9rc06,true,true,true
nomic1xe3q3ugekjv60252yft4map0xjwp2s3lddrs6q,true,true,true
nomic1xe4jqaxets0yg5hsmpqtkansrycac4gkdel6hk,true,true,true
nomic1xecvnly5e5evrnqnlv3fe9t57xl6eh3lt2ch5n,true,true,true
nomic1xeaa88fqa8s2cwymc2rs6vndcd93eq4zqp27nd,true,true,true
nomic1xelpaayp8wdxpnc0445hzve0frjajeptcqkky2,true,true,true
nomic1x6y9q07lrjr402gmf6cgq64us79m67cejem3zm,true,true,true
nomic1x69jls25lldyytfhzaaved078v72rc3j0urvfr,true,true,true
nomic1x6xxazlpsmzuc2aqmw37khlr039zsux2gmdc8w,true,false,true
nomic1x6807jcesse7qzv7k9aqq4ntk2nfl6p29dplw6,true,true,true
nomic1x68h9mgxsnzq9ewfyp43e7shg3xmkl4vy2fq0j,true,true,true
nomic1x6gpqy0tneqf060h4l2y8fu3xz57d757x4aet3,true,true,true
nomic1x6gvw82e27x6jkxmh8jlelmj4gn6mwlpy9mrj9,true,true,true
nomic1x6dc0rwuvr7fxdwsnyarw6gafddycvcjm6mkqs,true,true,true
nomic1x65ng38pytnkkjnqpz7y052cpfplzuazngm24m,true,true,true
nomic1x64yeuk900fe0quex4fqrpg2ttn8q7sz7jg0fg,true,true,true
nomic1x6ksjsj05ypgg8yfpw8cc4ct809sx52kc0zxdz,true,true,true
nomic1x6c9g865kkn342trtayvlrtu0xj73n4fcyec09,true,true,true
nomic1x66mh9f3t8n7vq9jk5u6hxqpqajzvpxrnf7ytu,true,true,true
nomic1x6m588ylgx4nedyw5x7v06v3hafqer2en0u83a,true,true,true
nomic1xmzcs6uxy0jjaqkdac3xsvm35qkjjv37g6qreh,true,true,true
nomic1xmx7ryxev6gwr86307y7305jlpsg4zweldyadt,true,true,true
nomic1xm8fcwfaettsvufd80zfx5kahf67t3w0we6fxe,true,true,true
nomic1xm28yxm5au8yvz30rpy7pas8kqlpqg948rfl2v,true,true,true
nomic1xmdq3khx9v9wgtr6ttynavh576tpam96clmfl3,true,true,true
nomic1xmdwmy2gcgam53ujslxdjdgrr6y5jppkmgy653,true,true,true
nomic1xmdazl9cwgzmzmdrdtffg6x6m6e73fnpuff27s,true,false,true
nomic1xmwxhdfh60fem5w79nu8e0nczg2hhy28lngfkq,true,true,true
nomic1xms9svsqel2khx7w3z0euxlugspuqvkz0488hw,true,true,true
nomic1xmsn6g4a9nmq2p6ca3g7z9phqgx8kqxl7rgzv4,true,true,true
nomic1xmnrqqtaqvyevehll654aymlr7reycvvxu0ydf,true,true,true
nomic1xm58yy57z4n286qds9as4c5l0ug8dh76tzvqh5,true,true,true
nomic1xmhfwc8m5mrzwfh7ea8hdxjpfft02z8yn76qqn,true,true,true
nomic1xmm3guyzffj3v770sey4ejc2qxv046wvxvy8vl,true,true,true
nomic1xmuav7zgwe7jawmesu878hfajs2j7f6te8w0n9,true,true,true
nomic1xmldsmdsr6ezxem38sl3l2srz4krjzvrg0uk08,true,true,true
nomic1xuyalg6qj9tpmx03ngy4jw983rjlua009fwawj,true,true,true
nomic1xufuez9ke5qnqvn9hydjn3levqupqdrv50e3p6,true,false,false
nomic1xut2v0ekdk34eac5f9geqswa9sdp3dvzjl0k33,true,false,true
nomic1xuwcv8j58jyytteps0mruln6wmnldetr9eg9k5,true,true,true
nomic1xuwl7x8htyl26t7pe3l0x6auj3j9jwd27w7870,true,true,true
nomic1xus0kvfkav7h85ahmnxuxz7ujyyfrmknleh5u5,true,true,true
nomic1xu3kvl4kjcw8d3uh8gahq2g2fhfdrqjmhe9cvg,true,true,true
nomic1xujjmzdfsnv7ajj4qs4gnls7zycrvex2qx0fsw,true,true,true
nomic1xun3qq5veudusxys2rygxkduqld3yq9cyusvm5,true,true,true
nomic1xu5sm7jv47v4rhcs7dnemsvhtcswj5gp47e3aj,true,true,true
nomic1xu4vzq76q4hg5kdkav5upqg9wya8vtjttteftz,false,false,true
nomic1xu4nnaetr9vs453v2yfcnxavausakr2t4ueq35,true,false,false
nomic1xueq0l35yxegqk5g8kmq44mxqf3ld5l2k5tjgx,true,true,true
nomic1xueyy0ta7any5tmw9zntlgg8z50x95zw2f5sw8,true,true,true
nomic1xumt0y9ry42erw3qjlmnan5yyh470hspwl4mqr,true,true,true
nomic1xuu9z949fxmy6r9pnwt6zkr55zvl9z5amkc9jk,true,true,true
nomic1xuan2wcqfukwxca7ztprnkddweletr736ln93z,true,true,true
nomic1xulgyuv8j44x75uhdh34nwurnk5z0f477f5t5h,true,true,true
nomic1xul6ry34mfkxm7272vya4et2rdpa2q97uncqnl,true,true,true
nomic1xap4a05hwypeq34rmzsve03jzls8sdm7jzvefl,true,true,true
nomic1xazphqvfcdswkku476xee9uzjtqdjx0t6deftz,true,true,true
nomic1xar680e82wp3q35z7kaug3jcwrg4jxjp9gsyxp,true,true,true
nomic1xa9acgrvtrgqwupd83pmr9mtmawupeff428fkf,true,true,true
nomic1xaxs6yxfh7hrnyry04r6nd973w5p39xkuc4dh6,true,true,true
nomic1xaxhwu7263y9dt62mcwdg77v2g3wmjp9c7ry4r,true,true,true
nomic1xa8h94ylkmfl33jr3d4zz8nppkz46jlx5nl3hm,true,true,true
nomic1xa8hjsn67p6029j60jm95y0dh5uzdgx6ckq9mn,true,false,true
nomic1xagsu2e8retyrvrdjyf6608dn6tt5pewrx3wh6,true,true,true
nomic1xata6hmxt5ql6ycquygeq6rjk7unc9k7x9cwk5,true,true,true
nomic1xadmlv23gm2mfr9hhylldwkffvfqwr8la83dmn,true,true,true
nomic1xa0m3zzvtvfjyc2we8q2fjyl4rmssc44aejkvw,true,true,true
nomic1xajyrrg5jndz8gqhn6cvkkndhluzjpr4y7ftxr,true,true,true
nomic1xanyvw2yd9c9kkc45v42saqfhy8dk3ye54mdhk,true,true,true
nomic1xakp8u7356cc33upq3r09fqnch856nm34uvp5r,true,true,true
nomic1xamf6nqme9dvh76ntw5804sxsz6s4savtaffqx,true,true,true
nomic1xaaxw8xzyxh6cflqd4g2xqmypsa4x8hztytlkq,true,true,true
nomic1xal22gksca794xmta5nzuz3hh37z68u64lww57,true,true,true
nomic1x7qtwznn3f09nm2frjyxe607ajsxnrcql27mtj,true,true,true
nomic1x7pf6ga8ehf7eqhxu5malvr0e9uqnnrswemua0,true,true,true
nomic1x7zhae0a3l73fx0s7av3dlwtvxjryz8yrdggav,true,true,true
nomic1x7rkrvwhev3w5r96ffmsy93t0rp3x7cj3kr34t,true,true,true
nomic1x7gfz9d7td2vpdc4zn5764fyrzz0qce9k02m4u,true,true,true
nomic1x7fmjlt37kymx9cz8rtsa4y6y62tx3eulf5l8z,true,true,true
nomic1x7t30y0qxpe35lzqt9t8yms2f7u62myw9lef5c,true,true,true
nomic1x7v2z5phwn9xsfckmq4agcde97sk7vd6j5ddaz,true,true,true
nomic1x7v4cer3wq7j6vtzpzhx43q4psd654g828cak8,true,true,true
nomic1x7dr6ytehx9xdd674lks5y724ux8k26kdfdxxq,true,false,false
nomic1x70qgjklgvsvec5z3lkfpz9qsnjyus447ytgl0,true,true,true
nomic1x70x96vvtcl0zqauujhgzq3xwpukpexwkntm4u,true,false,true
nomic1x702z6wux5gyensjyy6k9e968nqw960rcey7ql,true,true,true
nomic1x70ddy5et3xe8qk04xvfg43ehjh5vysg72agjx,true,true,true
nomic1x75vdt09989f85wnmjlulj8psgvp97xz60t400,true,false,false
nomic1x7hxgtx3n9qya3f64uqvkyhkvjumhlt2ltye5v,true,true,true
nomic1x76vl0y66k6pjj5jz9l7djyd7n7926s93m7uga,true,false,false
nomic1x7umr0f329x8wlaxeptp30shgzs4u3rf394w3u,true,true,true
nomic1x7at0lqy29j3md6cc8x40rsfgf5egd9frvag48,true,true,true
nomic1xlpg3tjl7n3vrw8jk80uawaj2cl7ep2pqpme3g,true,true,true
nomic1xlphwk7e80vhp9naevkex5tt02g9tq0kqtx9kt,true,true,true
nomic1xlr034nf3n68eqlxn8nl87mhgnngz3uz939yzx,true,true,true
nomic1xlyjg3k87znz482ssh0ydcw08n8mqx9yp53hav,true,true,true
nomic1xlykrvmztj07nkvw6aulkwahc2vyfqjrrx0swu,true,true,true
nomic1xl8tj209ncr39lggzfyxvvmzjrf37dfrav5xel,true,true,true
nomic1xlg65jjjx7yu66klw0dveeh3wkghmu880vvkk7,true,true,true
nomic1xlwhqr608dlzuhy4a8l3qc3ene73z8ms3p4t63,true,true,true
nomic1xlwupe9mesp3t9q38dx6xmmwtsccxr9h5jcr0a,true,false,true
nomic1xl06a0wnd4amap7pew9s54gy8l77ue8weq4drx,true,true,true
nomic1xlsnsuvcw5a8hn6r3am48tmn8x6emm4hu6srcc,true,true,true
nomic1xl3a0qhpk0kyudm7kkd2d0d2mr8z4q2398qet3,true,true,true
nomic1xl3a6wm9p7mg5n85rk3z7fml7yq3lgcjpf25vm,true,true,true
nomic1xln4gfnrk7k545tnxt5qtgre9x2l3lhrej5cdc,true,true,true
nomic1xl5urkga390p49lrq6e20edpwu34us465vjmvv,true,true,true
nomic1xl4t237tlrl576n0ff2v2dfg5v8tyqfdyppkpm,true,true,true
nomic1xlk88cqn9lljpeu47yu7vw5z8cf895zcw37x28,true,true,true
nomic1xlcjd5vhgnvr9xmn8kqsut966zt0a5p87ahn0s,true,true,true
nomic1xlcua9lqtz2t86srptf5y7sdsn8705246geq6v,true,true,true
nomic1xlmq0mr2vjnxv4sutgu8k0402xtpfzgk4ppn53,true,true,true
nomic1xl76c72v0qyz6qhcehquypw6pytk32je4avggl,true,true,true
nomic18qpuvkkzgk694m0gka3ukspg04njr6kvqmn02p,true,true,true
nomic18qz8ecysetqqhyv4qs9tlw5ylpgnx9ym4q7z8n,true,true,true
nomic18qzk3nf4j7rfde600jgc7sv7z270ksqxpusatf,true,true,true
nomic18qrxstqezvplxv8nkyft9r2kadnv234xxfpzjm,true,true,true
nomic18qyha72aytq4wdyus9ep0h34nqy338vm5prgx3,true,true,true
nomic18q8fw3qc080dsmtd82f2js76xynelhjadd0es6,true,true,true
nomic18q83mzdqxevmf7vx043a7zrgr0kycn5hg50lel,true,true,true
nomic18q8ngt6eqw05sp049maratutss5dlds283e4vh,true,true,true
nomic18qtk0crfh7el450c52ekxfwkrp3xxpamts08cm,true,true,true
nomic18qvz59a93h83anhla6qzf7xafnzxgyufc882y7,true,true,true
nomic18q3pygv9jt0wlz8p4ds775xvwnu0yxuxgtsm4t,true,true,true
nomic18q32edxrasywvp4snlg9xk2wlmcc4n7hl792jp,true,true,true
nomic18q3c2swzx3rglgk3az9qdmwszarqgyx32hm8ek,true,true,true
nomic18q4p6hrwdznh8prpv8vtdhcjqysraw54r3l6nd,true,true,true
nomic18qccy3r0p3z88c67r89gvu87anr9tzytmwzcha,true,true,true
nomic18qc7q786tupakuyw6pca9k2kpzaxttyzwdfesf,true,true,true
nomic18qmew97qaegnzygdua9pzgkaj6gshy77fgt0xa,true,true,true
nomic18qm7wjnstvyvvqqw6sarml47qxgxy8dfl4zq4w,true,true,true
nomic18qukv2grjngayl9gkslr5wxm8fufa48rd6jcwr,true,true,true
nomic18pp4jg667amhagcm9yqjwe7d60gmktxmygea5s,true,false,false
nomic18pz8ftfzptnnd4xthvg4pmy5xn9vkuwexhhm4e,true,true,true
nomic18pztjuzkudsezvrusla5q9mx0r8m36y3n0m9cy,true,false,false
nomic18prl27j3kycxnj0cf3qjhcwpv8vwvw54q0d2l3,true,true,true
nomic18p9p8t8anw65at2prjkshv4v2ppzuaj7awwcqy,true,true,true
nomic18p9afcfd9kmzpja3jrvxchexe9njgs9wtk2ly5,true,true,true
nomic18pgdl4qhu8s6px4f2fdz0m0lfjl0remdg845k5,true,true,true
nomic18pdzj89fck3vaz3vwfx702kcnkqg7tz40fjevx,true,true,true
nomic18pjf2rcwgygzt26d0g76z3fk3znh693pj5a35j,true,true,true
nomic18p5wlzvvhn24k0w3h8zsasudehch43ezas6dms,true,true,true
nomic18pk370pd0g3f4qpceh6lmtm403570qy5xehz0c,true,true,true
nomic18perfd479atcgpqstfh3nkkt34cz20vaglmtpn,true,true,true
nomic18zqc4fwdeh9ptem0eya6ga7krkdskj276dn0ad,true,true,true
nomic18zph6wtfave8xc6q84r5fxzfqzsh6h2uz9pf6e,true,true,true
nomic18zzs354zcvmp4kgg9ut0lza3wrtgtajqle8vdm,true,true,true
nomic18zyapvepwv8yyx67qdsysf9kvj4n4yyrcyj8nu,true,true,true
nomic18zxpqcj4vaelkps3da5j8jkr75mv42qktvsjvh,true,true,true
nomic18zxw6dwfn9akjw674peqmpgxg0xyk9kkj7kztd,true,true,true
nomic18zneqmyee9kqvtm8j24g5cauawym9k9xyexlrc,true,true,true
nomic18z46sqh8jtrelrlxd309g3fwrjdj4zx9348hc4,true,false,false
nomic18zhhdrjd5qfvewnu5lkkgv6w7rtcmzh3rr72ug,true,true,true
nomic18zczrn85y2ln99tueakx7nndpwqck8ksezn7q5,true,true,true
nomic18zcdte0f5jpvm7cfz7z07e3rk27zcvj38c3zfr,true,true,true
nomic18z63wjpqkfw3s2ekv962shqeg55uqs7ewq5tu9,false,false,true
nomic18zazp03x0n8r5wvtm4f4wytxq7t087mufzflvu,true,true,true
nomic18zax4xy6vhv6mfu67588xn3g4u08feaxkaam9p,true,true,true
nomic18z7thzwe2cyyp0ltr8r6phrnhtnlkscrlqntp4,true,true,true
nomic18zlg5hsej6e40cfpya03339lfk88rqjxjln250,true,false,true
nomic18zld82m2yrydef80sfd3eu9zv4d6ju2c7sls2f,true,true,true
nomic18rqhjv3yjc26vvk0z4vcarac77cz5x7w4q8kgl,true,true,true
nomic18rrz3q9h4ggpwamsdqzwzyl8cqwrn9seqp932r,true,true,true
nomic18rxqjfzu5jtkvv8alpxt6dmshhpz89a5nzh4qk,true,true,true
nomic18r8d704exqe88cv7dl8vencxz2vykxagqxfp0f,true,true,true
nomic18rgcw23nzx34u4wt54lv4a95ua0kxga0h9gcav,true,true,false
nomic18rtv3t4525vsu3epyeqz6v57qaeafksnj69qqx,true,true,true
nomic18rv2j6mrltnnlmz72adz03vnvzj9gljtnc5p5j,true,true,true
nomic18rdzwdpr0nsnds0ydqtcr4nuxl7kpk0thjnhdf,true,true,true
nomic18rwpleagfuc0gryrhntl0kptgm76q9k6crdd6f,true,true,true
nomic18rjjpwnch7p835g7fxjjr8jmt9rvk0n6n0tgln,true,true,true
nomic18r457ws54pkrvurcakxufawxp3eedhffppcdpn,true,true,true
nomic18r44vuj0rca8jedfw836rzu7fge5ez53leqk5k,true,true,true
nomic18r44epe6ju5pa5vd4rdf8yssqtrpjhzd2g6pwl,true,true,true
nomic18rk93f0m6actx32g5yca5ufgt3x8z9vqkcpk8f,true,true,true
nomic18rkgyuyndswqq5ratusymmnpwa00gpumath80n,true,true,true
nomic18rh48fmz5e6vax6y0vpt4gwhu64vl9cnzfccw0,true,true,true
nomic18r69tc2tn756626rm9kyqa26dugxg37gclvepf,true,true,true
nomic18r6vrf896fuu5976wacdj0k0pz5slh55hunq63,true,true,true
nomic18ru2sffd4u2al42s3ns6kefhdkcput7v77tzg3,true,true,true
nomic18yr6hc80lnkqgqtv8s9ytgs5vxkpe6p0a9stj7,true,true,true
nomic18yyvg2dvxls2ptls38p0pnzvum5s99gsm5ch9s,true,true,true
nomic18yf77t533m77vagn6x2hdvqqc9ppg3z0yueehu,true,true,true
nomic18ytm3qa465p43xm8ss0lsnw0t45tmcf5tlqfrj,true,true,true
nomic18y0n85kj7kdhzw0335mwdsqfqr3xgxucr9v8r0,true,true,true
nomic18y3sx0ervx5dm5q7a5h9k0jnsukelsu09zwrlx,true,true,true
nomic18ynqpswy5j858ezz82nmgd86hk80372pnjm5s0,true,true,true
nomic18yn5p2d3g8njm9lzh0ucy8ms2ahlvkj8qt260j,true,true,true
nomic18yk9lyud9vfckgzywfnsnvdajfsqaulvutgze0,true,true,true
nomic18ykvwjdpzuhs7dkhgcrn9t9kk8uydw9dlz75a0,true,true,true
nomic18yk4cczl5fsvdq2c63afwuph5uudqswyqy9ypw,true,true,true
nomic18yen04tv2ja9lpruvvew77e42rern9uqsp28jc,true,true,true
nomic18ym4dy9s6cczh3vgpzt3s2qstjynps2r7v36ke,true,true,true
nomic18y7kgc26rzsnssn68va3l4qhtcjzn0vkrh3t9g,true,true,true
nomic18y77gjhc2sn3h08tvfgevvudll3065t50ckvjy,true,true,true
nomic189qnyrn5kcxrv3akwk02wz6dzd6myvdt4tuktv,true,true,true
nomic189qkjmshv3gglxux9wrhzqhzgnc366mc7jnfxj,true,true,true
nomic189psxs56n9xjlxrfn2cjv70dx0x64rgv3g4l9r,true,true,true
nomic189zw9222l4sazk7aunjnfzl3vpjlvt288n3xmf,true,false,false
nomic189rxgratl9r4kfeg9992sau5xvn6n66e49q92g,true,true,true
nomic189r07r94sn8kw05kd8f7wskva7q7dxeax56flx,true,true,true
nomic1899jy0hunrgr80q2pdw03ajhgldqvk5dt9wrzt,true,true,true
nomic189gr6p72a03srsnd99ghvnapgl8dpgn5kgsjs9,true,true,true
nomic189g9war7xmrl68g4rxjgafjl0e99jnh9ew8h5y,true,true,true
nomic189g5e2hy7anxhqhaz9uy24z5ylvvqe0sacw49l,true,true,true
nomic189ghr8hknu3lcxlglg9xhqcp00ekyqlx4qvpmv,true,true,true
nomic1892afnptlwyvzvngsx8x3m9w4g6f2q57ajm0tr,true,false,true
nomic189vrmv8r9e5upd30k3xntpg5pa6p9rn93rtkys,true,true,true
nomic189n8jcs42t56rzs7cur9wtz9pfz3sxacvv6zn0,true,true,true
nomic189476wqa6mzwpedka5apdrz8xt5cyurhnpmq90,true,true,true
nomic189ksptg24zm4uthx4kg0g4gcgthvw6r2l2k8qy,true,false,false
nomic189hc0mdnukgp378wpj0srfdu7t6umjwq3s67re,true,true,true
nomic189m0njzt5j3e3t90xtqs4vt6aug8xq9dk0232z,true,true,true
nomic18975e67epmk0dj3les32l2hqngvvgyhfd5gy2z,true,true,true
nomic18xrdzphftjeqd5ztzrshta2yhr5v9mlr6tgvs0,true,true,true
nomic18xytphss2w57dv3pf5glkgy0g0595y7xt6qhm2,true,true,true
nomic18xxj9y8l42ad8vxpu0pq3gpwq8nj98zpqakpnm,true,true,true
nomic18x8wrlsulemma9knd2mm74azyp3dkvun9gq38k,true,true,true
nomic18x2jp6ra5dsfgatrv925we2rlv0epyvmtvh0vz,true,true,true
nomic18xt39w2lw7q0u39z26hj0z6ft3k3cg3vg2k8yh,true,true,true
nomic18xd5n3x2e7rwaalggsuyejxdaw9g6hm8s88lr0,true,true,true
nomic18xdal0vk50klfc5sjs5j768v39mg3u9hfty8w9,true,true,true
nomic18xwtwd6q4ahq0wp9gv4h97qkwl9ezcz5g7e6zc,true,true,true
nomic18xwh7vt35edraz9d92qaeah4v57wqmj6u8u589,true,true,true
nomic18xsrat8vknykw7dq9nzgcvjyq43ykecl9gp38y,true,true,true
nomic18x3uh3myr6mpj9wpnuxnnmd95w8ljdexwy0prd,true,false,false
nomic18x4lfujel25g2tzf67qcqf66j6djd098n5hgq0,true,true,true
nomic18xkvy7s4qnpzgshju5n6le366skzzcudnvqg45,true,true,true
nomic18xkjmqrd9xnzw6myqmfhgj6a693es5uwxre32x,true,true,true
nomic18xhs7tmx833m36y7gvq9y4pqtymuu9xa534nzl,true,true,true
nomic18x6ufynerfryjgvmwrr2p6n97qsr2eytm7pmhe,true,true,true
nomic18x675nrj20he7s0z3kqw97kl2n2ty9wgwslne4,true,true,true
nomic18xuqhpf52uy796ekfm6g0x7junfljwqpuh6gcv,true,true,true
nomic18x7vnyynms56f40e7kxuaczkjdktxwy5m6f5g9,true,true,true
nomic18xlu7xwusmmt2mgs0xenzk0nkwvagenwdc0eq9,true,true,true
nomic18888m4mej8tfwedl4t4evcen5ap5f3d3cvu40p,true,true,true
nomic188gynszvnt6fqr8h0ppudsltcff5yf7v6g3tpn,true,true,true
nomic188tnyaqgv97u9y29hqpymmlxuv4vnmw58azt45,true,true,true
nomic188sxst5tpvlp2hrheul9r2q87f0ggevug66n5l,true,true,true
nomic1884v32e4wdl48d7gskt97pq89xmcyedwpzqddd,true,true,true
nomic1884seuelmpt2q8wg4ypurat0553zw857s5s6lt,true,true,true
nomic1884jtlus46japvs3ghgejwepy0jhg2wav342sq,true,true,true
nomic188m5mqqk2zah2s0zueljhdqxarlhc2g7f2rdsq,true,false,true
nomic188upmgk5dk06mpy6fuzk28njkk7uf9dhwypmkn,true,true,true
nomic188arnlmr7f0xyflwrqpqjy5ufzpfr95lc5wghr,true,true,true
nomic188a2zlhzxemrj6uczrk5j2lfm48qve04znjdj2,true,false,true
nomic18gqesp8xys8std82yjg8wr6067eqh0cvnhd32l,true,true,true
nomic18gp06aclcjwzdsr8jvty5a8zxyafnxg4a5arzm,true,true,true
nomic18gzvcjc7a4syxwjjrr8rlgn7x2ncatkgp8kp3t,true,true,true
nomic18gzezjz0ug5kskpdh3p7hhp9tgm8y36jhzf0as,true,false,false
nomic18gxlagfe6qpm9h3quhc7cpf52q4afvx8f0te67,true,true,true
nomic18g8rwhxdylppszxuyjnnrr8j457d72fezlmt6c,true,true,true
